측정소명,초미세먼지,오존
강동구,14,0.043
강남구,20,0.044
서초구,27,0.048
송파구,13,0.041
종로구,12,0.037
용산구,11,0.047
중구,14,0.039
마포구,13,0.035
서대문구,10,0.047
은평구,13,0.048
동대문구,11,0.045
광진구,12,0.04
노원구,11,0.039
강북구,11,0.044
성북구,10,0.045
중랑구,11,0.042
성동구,12,0.052
도봉구,8,0.049
동작구,17,0.035
구로구,17,0.052
양천구,16,0.036
관악구,15,0.04
영등포구,14,0.04
금천구,13,0.038
강서구,16,0.041
서초구,17,0.049
강남구,11,0.048
강동구,11,0.045
송파구,11,0.045
중구,15,0.04
용산구,13,0.049
종로구,14,0.038
마포구,11,0.037
은평구,10,0.047
서대문구,10,0.046
성북구,8,0.042
노원구,14,0.038
강북구,10,0.043
성동구,10,0.052
도봉구,7,0.047
동대문구,10,0.045
광진구,11,0.039
중랑구,14,0.042
관악구,15,0.038
영등포구,13,0.04
구로구,13,0.052
동작구,17,0.035
금천구,11,0.038
양천구,16,0.037
강서구,12,0.039
강동구,14,0.044
서초구,17,0.05
송파구,11,0.046
강남구,13,0.048
중구,14,0.037
종로구,11,0.037
용산구,10,0.047
서대문구,10,0.045
은평구,10,0.045
마포구,11,0.034
중랑구,9,0.038
성북구,7,0.041
성동구,14,0.051
도봉구,7,0.045
광진구,14,0.036
강북구,10,0.04
동대문구,8,0.044
노원구,10,0.036
영등포구,11,0.036
강서구,12,0.04
금천구,11,0.035
관악구,14,0.037
양천구,14,0.036
동작구,11,0.036
구로구,13,0.047
서초구,15,0.048
강남구,12,0.046
송파구,11,0.041
강동구,11,0.039
용산구,11,0.041
종로구,13,0.032
중구,16,0.034
은평구,10,0.041
마포구,14,0.031
서대문구,8,0.041
노원구,8,0.034
광진구,10,0.033
도봉구,3,0.041
강북구,7,0.038
성동구,12,0.046
성북구,2,0.037
중랑구,10,0.035
동대문구,6,0.038
영등포구,12,0.033
양천구,15,0.031
강서구,14,0.036
동작구,12,0.033
구로구,16,0.043
금천구,12,0.033
관악구,15,0.035
강남구,11,0.04
강동구,15,0.037
송파구,13,0.041
서초구,11,0.043
종로구,9,0.03
중구,12,0.031
용산구,11,0.037
서대문구,8,0.039
은평구,8,0.04
마포구,11,0.03
노원구,9,0.032
성북구,8,0.037
중랑구,7,0.035
동대문구,6,0.036
도봉구,6,0.039
강북구,9,0.036
성동구,13,0.04
광진구,6,0.032
금천구,9,0.031
강서구,11,0.03
양천구,12,0.027
영등포구,10,0.029
구로구,17,0.038
관악구,14,0.03
동작구,13,0.03
서초구,15,0.037
강동구,8,0.037
송파구,11,0.035
강남구,10,0.032
용산구,13,0.036
종로구,10,0.028
중구,10,0.03
은평구,9,0.037
마포구,11,0.027
서대문구,8,0.036
중랑구,9,0.031
동대문구,7,0.034
성동구,12,0.036
도봉구,10,0.037
노원구,10,0.03
성북구,6,0.032
강북구,10,0.033
광진구,7,0.029
영등포구,10,0.027
양천구,12,0.025
금천구,12,0.027
동작구,15,0.023
관악구,14,0.025
강서구,12,0.029
구로구,15,0.034
송파구,14,0.031
강남구,10,0.029
강동구,6,0.034
서초구,18,0.034
용산구,16,0.029
종로구,15,0.023
중구,13,0.025
마포구,15,0.024
은평구,14,0.032
서대문구,12,0.032
광진구,11,0.023
중랑구,12,0.025
성북구,16,0.027
도봉구,15,0.029
노원구,17,0.024
동대문구,10,0.026
성동구,10,0.033
강북구,13,0.029
강서구,13,0.027
동작구,17,0.021
영등포구,12,0.025
금천구,15,0.024
관악구,14,0.023
양천구,15,0.023
구로구,14,0.029
서초구,16,0.029
강남구,13,0.02
송파구,16,0.022
강동구,7,0.028
중구,22,0.021
종로구,21,0.02
용산구,20,0.025
은평구,12,0.029
마포구,22,0.021
서대문구,12,0.031
중랑구,13,0.019
광진구,11,0.019
노원구,22,0.016
동대문구,14,0.02
성동구,20,0.028
성북구,29,0.02
강북구,14,0.024
도봉구,24,0.019
관악구,14,0.015
동작구,18,0.018
강서구,14,0.021
영등포구,15,0.019
양천구,17,0.02
구로구,14,0.025
금천구,16,0.014
강동구,15,0.017
강남구,18,0.012
송파구,21,0.014
서초구,18,0.025
종로구,25,0.012
중구,27,0.014
용산구,21,0.02
은평구,11,0.01
마포구,15,0.011
서대문구,15,0.021
광진구,16,0.012
강북구,11,0.017
도봉구,24,0.013
중랑구,22,0.015
동대문구,17,0.012
성동구,22,0.018
성북구,24,0.011
노원구,24,0.014
금천구,18,0.006
구로구,16,0.018
양천구,16,0.009
동작구,19,0.011
강서구,16,0.012
영등포구,15,0.014
관악구,12,0.01
송파구,16,0.013
강남구,17,0.01
서초구,15,0.019
강동구,17,0.007
용산구,16,0.016
중구,23,0.014
종로구,26,0.009
서대문구,15,0.006
은평구,10,0.01
마포구,17,0.004
광진구,14,0.009
동대문구,22,0.009
도봉구,19,0.017
중랑구,21,0.015
성북구,24,0.011
성동구,20,0.018
강북구,14,0.019
노원구,22,0.013
강서구,15,0.015
금천구,18,0.003
양천구,17,0.011
관악구,12,0.005
동작구,22,0.007
구로구,16,0.014
영등포구,16,0.007
강동구,19,0.007
강남구,20,0.011
서초구,17,0.015
송파구,12,0.007
용산구,14,0.021
중구,18,0.015
종로구,17,0.016
마포구,14,0.007
은평구,9,0.018
서대문구,13,0.014
노원구,19,0.013
강북구,16,0.024
도봉구,20,0.023
동대문구,15,0.017
성동구,17,0.02
광진구,19,0.012
성북구,21,0.02
중랑구,20,0.018
동작구,19,0.006
양천구,16,0.016
구로구,15,0.026
금천구,17,0.008
관악구,12,0.007
영등포구,14,0.022
강서구,15,0.018
서초구,17,0.011
송파구,15,0.009
강동구,18,0.009
강남구,18,0.016
용산구,14,0.021
중구,16,0.02
종로구,18,0.018
은평구,7,0.023
마포구,12,0.017
서대문구,14,0.019
강북구,16,0.024
도봉구,14,0.027
노원구,20,0.017
중랑구,18,0.022
성북구,17,0.021
광진구,17,0.013
성동구,17,0.023
동대문구,15,0.024
강서구,16,0.021
금천구,19,0.009
동작구,21,0.009
관악구,13,0.014
양천구,15,0.02
구로구,14,0.032
영등포구,17,0.025
강남구,17,0.019
강동구,21,0.014
서초구,18,0.022
송파구,13,0.011
중구,16,0.016
종로구,14,0.019
용산구,13,0.024
마포구,14,0.019
서대문구,13,0.02
은평구,10,0.025
광진구,12,0.016
도봉구,14,0.024
노원구,18,0.017
강북구,14,0.028
동대문구,11,0.026
성동구,14,0.028
중랑구,14,0.022
성북구,14,0.027
영등포구,14,0.023
금천구,17,0.015
강서구,15,0.02
관악구,11,0.019
양천구,16,0.015
동작구,19,0.012
구로구,13,0.03
강남구,17,0.02
서초구,13,0.022
강동구,18,0.016
송파구,14,0.011
중구,14,0.022
종로구,14,0.022
용산구,12,0.025
서대문구,13,0.021
은평구,10,0.024
마포구,13,0.02
동대문구,12,0.027
성북구,15,0.03
노원구,19,0.022
광진구,12,0.021
중랑구,13,0.025
성동구,16,0.031
강북구,14,0.027
도봉구,12,0.031
강서구,15,0.024
금천구,18,0.015
양천구,15,0.02
동작구,18,0.014
구로구,13,0.032
관악구,11,0.021
영등포구,16,0.025
강동구,20,0.023
강남구,15,0.025
송파구,14,0.016
서초구,15,0.02
용산구,14,0.023
중구,17,0.009
종로구,14,0.019
은평구,10,0.023
서대문구,14,0.02
마포구,14,0.018
광진구,10,0.022
도봉구,14,0.03
성북구,15,0.032
강북구,13,0.028
성동구,13,0.032
노원구,17,0.027
중랑구,13,0.026
동대문구,9,0.028
영등포구,14,0.026
양천구,15,0.026
강서구,14,0.027
관악구,12,0.019
금천구,20,0.016
동작구,17,0.018
구로구,12,0.036
서초구,13,0.022
강동구,16,0.023
송파구,12,0.028
강남구,14,0.029
중구,16,0.017
용산구,14,0.021
종로구,15,0.02
마포구,12,0.017
서대문구,16,0.022
은평구,9,0.024
성북구,10,0.032
동대문구,8,0.028
광진구,8,0.022
도봉구,11,0.033
노원구,17,0.028
중랑구,15,0.025
성동구,12,0.034
강북구,15,0.028
양천구,15,0.023
강서구,13,0.027
동작구,20,0.018
금천구,24,0.02
관악구,13,0.02
영등포구,17,0.026
구로구,13,0.037
서초구,17,0.026
강동구,15,0.025
송파구,15,0.027
강남구,17,0.026
용산구,15,0.024
종로구,15,0.023
중구,17,0.022
마포구,14,0.022
서대문구,14,0.031
은평구,10,0.032
성동구,13,0.025
동대문구,9,0.021
중랑구,13,0.028
성북구,11,0.032
강북구,14,0.031
도봉구,11,0.036
노원구,15,0.028
광진구,10,0.025
양천구,16,0.022
동작구,17,0.023
영등포구,13,0.024
강서구,15,0.027
구로구,15,0.035
관악구,11,0.023
금천구,16,0.021
송파구,15,0.021
강남구,16,0.022
강동구,14,0.029
서초구,13,0.031
종로구,13,0.027
용산구,13,0.022
중구,18,0.026
은평구,16,0.031
서대문구,13,0.032
마포구,16,0.025
노원구,16,0.03
강북구,15,0.036
광진구,10,0.027
동대문구,10,0.027
성동구,13,0.028
성북구,0,0.032
중랑구,14,0.028
도봉구,10,0.038
강서구,17,0.031
구로구,11,0.038
관악구,12,0.025
양천구,15,0.027
금천구,16,0.026
동작구,17,0.026
영등포구,15,0.025
강동구,14,0.029
강남구,14,0.028
송파구,15,0.023
서초구,14,0.037
용산구,12,0.032
종로구,13,0.029
중구,15,0.03
서대문구,15,0.034
은평구,11,0.035
마포구,13,0.025
노원구,13,0.029
성동구,12,0.037
중랑구,12,0.029
강북구,14,0.037
광진구,8,0.028
성북구,8,0.03
도봉구,13,0.037
동대문구,9,0.029
금천구,14,0.028
관악구,10,0.029
강서구,14,0.033
영등포구,12,0.03
구로구,11,0.042
동작구,16,0.028
양천구,15,0.029
서초구,15,0.038
송파구,12,0.024
강남구,13,0.029
강동구,13,0.028
중구,13,0.031
용산구,10,0.034
종로구,12,0.031
은평구,6,0.037
서대문구,9,0.036
마포구,14,0.028
도봉구,8,0.039
동대문구,9,0.032
성북구,12,0.033
성동구,11,0.034
강북구,12,0.039
광진구,8,0.031
중랑구,11,0.027
노원구,13,0.029
금천구,15,0.025
동작구,13,0.027
관악구,10,0.026
구로구,11,0.039
영등포구,11,0.03
양천구,13,0.027
강서구,13,0.032
서초구,9,0.043
송파구,12,0.027
강남구,14,0.033
강동구,14,0.031
용산구,9,0.032
중구,11,0.031
종로구,12,0.032
은평구,4,0.035
마포구,10,0.027
서대문구,9,0.035
광진구,6,0.032
강북구,10,0.041
도봉구,7,0.04
노원구,12,0.029
중랑구,10,0.028
성동구,10,0.035
성북구,7,0.034
동대문구,7,0.032
구로구,12,0.04
동작구,12,0.03
양천구,12,0.027
강서구,13,0.032
관악구,8,0.03
금천구,13,0.025
영등포구,9,0.029
서초구,9,0.044
송파구,8,0.028
강동구,11,0.032
강남구,11,0.034
중구,10,0.034
종로구,10,0.034
용산구,8,0.034
서대문구,8,0.039
은평구,1,0.037
마포구,8,0.028
노원구,12,0.029
성북구,4,0.035
도봉구,4,0.04
동대문구,8,0.033
중랑구,8,0.031
강북구,9,0.04
광진구,2,0.031
성동구,9,0.035
양천구,9,0.033
강서구,11,0.038
영등포구,13,0.032
구로구,6,0.042
동작구,12,0.031
금천구,9,0.032
관악구,8,0.031
서초구,11,0.045
강남구,8,0.035
강동구,13,0.032
송파구,7,0.029
종로구,8,0.034
중구,7,0.036
용산구,5,0.036
마포구,4,0.03
은평구,3,0.039
서대문구,4,0.039
성동구,7,0.038
광진구,5,0.032
성북구,4,0.036
강북구,8,0.041
노원구,9,0.033
동대문구,5,0.035
도봉구,3,0.041
중랑구,8,0.033
영등포구,6,0.033
금천구,8,0.033
동작구,9,0.032
관악구,8,0.032
양천구,7,0.035
강서구,7,0.039
구로구,6,0.045
서초구,9,0.046
강남구,9,0.037
송파구,5,0.032
강동구,11,0.033
용산구,2,0.038
중구,7,0.037
종로구,10,0.036
은평구,6,0.041
서대문구,4,0.041
마포구,5,0.032
노원구,11,0.036
동대문구,6,0.038
성동구,7,0.04
도봉구,5,0.044
강북구,9,0.045
광진구,5,0.033
성북구,4,0.04
중랑구,10,0.039
영등포구,5,0.034
양천구,6,0.037
관악구,9,0.034
구로구,6,0.047
동작구,13,0.034
금천구,8,0.035
강서구,7,0.039
강남구,10,0.038
강동구,0,0.036
서초구,8,0.046
송파구,5,0.034
중구,8,0.04
용산구,6,0.041
종로구,9,0.039
은평구,7,0.044
서대문구,6,0.046
마포구,6,0.034
노원구,13,0.039
강북구,11,0.044
중랑구,8,0.039
도봉구,7,0.046
성북구,4,0.044
성동구,11,0.042
동대문구,8,0.04
광진구,5,0.035
금천구,5,0.036
구로구,8,0.048
양천구,8,0.038
영등포구,7,0.036
동작구,9,0.036
강서구,6,0.041
관악구,10,0.036
강남구,9,0.04
강동구,10,0.039
서초구,7,0.047
송파구,7,0.038
중구,8,0.041
종로구,9,0.038
용산구,7,0.045
마포구,5,0.034
서대문구,4,0.045
은평구,8,0.045
성동구,13,0.045
강북구,9,0.045
동대문구,5,0.04
성북구,4,0.041
도봉구,8,0.046
광진구,6,0.037
노원구,11,0.038
중랑구,8,0.039
금천구,7,0.036
관악구,12,0.037
영등포구,7,0.039
양천구,5,0.039
강서구,7,0.042
동작구,11,0.036
구로구,8,0.048
송파구,9,0.038
서초구,6,0.046
강동구,9,0.04
강남구,9,0.041
종로구,9,0.038
중구,11,0.04
용산구,7,0.042
마포구,5,0.033
서대문구,6,0.045
은평구,3,0.044
동대문구,5,0.039
중랑구,7,0.037
강북구,7,0.044
광진구,4,0.037
도봉구,8,0.044
노원구,9,0.036
성동구,9,0.045
성북구,4,0.042
양천구,7,0.039
동작구,9,0.035
강서구,6,0.041
영등포구,6,0.038
관악구,9,0.036
금천구,7,0.036
구로구,7,0.048
서초구,9,0.045
강동구,8,0.038
송파구,7,0.037
강남구,8,0.039
중구,9,0.038
종로구,8,0.036
용산구,9,0.037
마포구,8,0.034
은평구,5,0.042
서대문구,3,0.043
노원구,7,0.034
성동구,9,0.044
중랑구,6,0.034
동대문구,6,0.037
도봉구,6,0.042
광진구,5,0.034
성북구,4,0.039
강북구,9,0.044
영등포구,6,0.036
양천구,8,0.037
금천구,10,0.033
강서구,10,0.04
구로구,9,0.045
관악구,10,0.034
동작구,8,0.032
송파구,7,0.036
강남구,10,0.036
강동구,9,0.035
서초구,7,0.041
용산구,9,0.037
종로구,6,0.033
중구,8,0.034
마포구,7,0.031
은평구,7,0.041
서대문구,5,0.04
노원구,7,0.032
도봉구,7,0.038
중랑구,6,0.031
동대문구,4,0.033
광진구,2,0.031
성동구,9,0.039
강북구,7,0.039
성북구,4,0.034
금천구,7,0.03
양천구,8,0.034
관악구,9,0.029
영등포구,6,0.031
구로구,8,0.041
강서구,8,0.036
동작구,8,0.03
서초구,6,0.037
강동구,7,0.033
강남구,8,0.035
송파구,8,0.032
중구,4,0.032
용산구,8,0.036
종로구,10,0.03
은평구,5,0.038
서대문구,6,0.038
마포구,6,0.029
노원구,6,0.028
강북구,6,0.035
도봉구,7,0.036
동대문구,7,0.031
성북구,4,0.032
중랑구,6,0.029
광진구,2,0.03
성동구,9,0.036
영등포구,8,0.029
관악구,5,0.026
양천구,5,0.032
금천구,9,0.028
동작구,9,0.029
강서구,6,0.033
구로구,7,0.039
강동구,7,0.031
송파구,10,0.029
서초구,7,0.037
강남구,7,0.032
중구,6,0.034
용산구,6,0.035
종로구,11,0.027
은평구,6,0.036
마포구,7,0.027
서대문구,5,0.036
동대문구,4,0.028
도봉구,6,0.035
성동구,8,0.034
성북구,6,0.031
강북구,5,0.036
노원구,6,0.027
광진구,3,0.027
중랑구,6,0.027
강서구,6,0.029
금천구,8,0.028
구로구,6,0.037
관악구,6,0.024
양천구,6,0.028
영등포구,5,0.025
동작구,7,0.028
송파구,8,0.028
강남구,5,0.032
서초구,3,0.034
강동구,6,0.029
종로구,6,0.029
용산구,4,0.031
중구,5,0.034
서대문구,5,0.036
마포구,10,0.023
은평구,6,0.034
강북구,5,0.037
광진구,3,0.027
성북구,5,0.03
동대문구,3,0.029
노원구,7,0.026
도봉구,5,0.035
성동구,6,0.036
중랑구,4,0.027
동작구,7,0.028
구로구,6,0.036
금천구,7,0.028
관악구,4,0.022
영등포구,6,0.022
양천구,6,0.025
강서구,3,0.028
강남구,7,0.033
송파구,8,0.029
강동구,7,0.03
서초구,4,0.035
중구,6,0.034
종로구,4,0.028
용산구,5,0.032
서대문구,3,0.035
은평구,2,0.034
마포구,4,0.021
성동구,5,0.036
동대문구,2,0.029
광진구,3,0.028
성북구,5,0.028
중랑구,5,0.028
노원구,5,0.028
도봉구,7,0.036
강북구,4,0.039
강서구,5,0.026
구로구,3,0.031
동작구,5,0.028
관악구,2,0.023
영등포구,5,0.022
금천구,7,0.023
양천구,6,0.023
강동구,5,0.03
강남구,5,0.031
서초구,7,0.036
송파구,6,0.03
용산구,4,0.029
종로구,6,0.03
중구,6,0.035
서대문구,4,0.036
마포구,3,0.02
은평구,3,0.037
강북구,7,0.04
성북구,4,0.033
동대문구,2,0.03
도봉구,8,0.037
노원구,7,0.026
성동구,5,0.037
광진구,3,0.028
중랑구,6,0.027
영등포구,6,0.02
관악구,1,0.024
양천구,5,0.024
구로구,5,0.032
금천구,7,0.027
강서구,3,0.029
동작구,8,0.03
송파구,4,0.032
강남구,6,0.032
서초구,6,0.036
강동구,4,0.03
중구,6,0.037
종로구,4,0.033
용산구,4,0.035
마포구,3,0.026
서대문구,4,0.038
은평구,3,0.039
도봉구,4,0.039
광진구,4,0.033
노원구,7,0.029
성북구,1,0.035
강북구,7,0.041
성동구,5,0.04
중랑구,6,0.031
동대문구,2,0.032
관악구,2,0.03
금천구,5,0.032
동작구,6,0.033
구로구,7,0.04
양천구,7,0.027
강서구,6,0.029
영등포구,5,0.026
서초구,6,0.039
송파구,4,0.033
강동구,5,0.033
강남구,6,0.036
중구,8,0.038
용산구,6,0.035
종로구,4,0.034
서대문구,3,0.041
은평구,2,0.041
마포구,1,0.032
